model,family,metric_name,block,reading_bin,reading_phase,raw_spearman_rho,length_controlled_spearman_rho,n_programs,status
Qwen,Hidden-state shift,fixed_v8_composite_3,24,1,early,-0.0835777126099706,0.2811583577712609,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,2,early,0.1939149560117301,0.4736070381231671,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,3,early,0.0054985337243401,0.3255131964809384,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,4,middle,0.0707478005865102,0.2760263929618767,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,5,middle,0.0062316715542521,0.3255131964809384,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,6,middle,0.1180351906158357,0.3218475073313782,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,7,middle,0.1557917888563049,0.4101906158357771,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,8,late,0.0824780058651026,0.4002932551319648,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,9,late,0.1352639296187683,0.3739002932551319,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,10,late,-0.1140029325513196,0.249633431085044,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,24,11,late,0.1623900293255131,0.374266862170088,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,0,early,0.1011730205278592,0.2481671554252199,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,1,early,-0.0238269794721407,0.3027859237536657,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,2,early,0.220674486803519,0.5029325513196481,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,3,early,0.0564516129032258,0.3383431085043988,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,4,middle,0.1191348973607038,0.3247800586510263,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,5,middle,0.06341642228739,0.3724340175953079,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,6,middle,0.1620234604105571,0.3651026392961876,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,7,middle,0.1858504398826979,0.4457478005865102,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,8,late,0.1235337243401759,0.3955278592375366,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,9,late,0.1840175953079178,0.4098240469208211,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,10,late,-0.0916422287390029,0.252199413489736,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,25,11,late,0.1917155425219941,0.3823313782991202,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,0,early,0.0692815249266862,0.1293988269794721,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,1,early,0.0718475073313782,0.3046187683284457,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,2,early,0.2423020527859237,0.4890029325513196,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,3,early,0.1502932551319648,0.3841642228739002,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,4,middle,0.2683284457478005,0.3969941348973607,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,5,middle,0.1524926686217008,0.4358504398826979,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,6,middle,0.2382697947214076,0.4017595307917888,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,7,middle,0.2445014662756598,0.4505131964809383,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,8,late,0.1715542521994134,0.4035923753665689,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,9,late,0.1994134897360703,0.3544721407624633,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,10,late,-0.0296920821114369,0.2730938416422287,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,26,11,late,0.1957478005865102,0.3555718475073313,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,0,early,0.0190615835777126,0.0978739002932551,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,1,early,0.0850439882697947,0.3266129032258064,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,2,early,0.2291055718475072,0.4985337243401758,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,3,early,0.1763196480938416,0.4145894428152492,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,4,middle,0.2796920821114369,0.4222873900293254,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,5,middle,0.1763196480938416,0.4281524926686216,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,6,middle,0.220307917888563,0.3852639296187682,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,7,middle,0.2664956011730205,0.4853372434017595,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,8,late,0.1598240469208211,0.4292521994134897,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,9,late,0.1785190615835777,0.3570381231671554,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,10,late,-0.0139296187683284,0.2881231671554252,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,27,11,late,0.2166422287390029,0.3511730205278592,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,0,early,-0.002199413489736,0.0549853372434017,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,1,early,0.1180351906158357,0.3390762463343108,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,2,early,0.284090909090909,0.4901026392961876,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,3,early,0.1535923753665689,0.3559384164222873,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,4,middle,0.344208211143695,0.5010997067448679,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,5,middle,0.1961143695014662,0.4112903225806451,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,6,middle,0.2404692082111436,0.3944281524926686,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,7,middle,0.283357771260997,0.4655425219941349,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,8,late,0.2360703812316715,0.4589442815249265,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,9,late,0.1807184750733137,0.3365102639296187,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,10,late,0.0535190615835777,0.3266129032258064,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,28,11,late,0.2353372434017595,0.3640029325513196,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,0,early,-0.0183284457478005,0.0769794721407624,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,1,early,0.1063049853372434,0.3709677419354838,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,2,early,0.2562316715542522,0.5278592375366569,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,3,early,0.1323313782991202,0.3709677419354838,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,4,middle,0.314149560117302,0.4981671554252198,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,5,middle,0.1832844574780058,0.4494134897360703,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,6,middle,0.2162756598240469,0.4237536656891495,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,7,middle,0.2481671554252199,0.4655425219941349,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,8,late,0.2096774193548386,0.4897360703812316,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,9,late,0.1466275659824046,0.347140762463343,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,10,late,0.0410557184750733,0.3581378299120234,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,29,11,late,0.2052785923753665,0.3706011730205278,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,0,early,-0.0234604105571847,0.0788123167155425,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,1,early,0.1074046920821114,0.3874633431085043,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,2,early,0.2723607038123167,0.5194281524926686,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,3,early,0.1458944281524926,0.3870967741935483,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,4,middle,0.3053519061583578,0.4864369501466275,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,5,middle,0.1711876832844574,0.4516129032258064,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,6,middle,0.220674486803519,0.3951612903225806,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,7,middle,0.2335043988269794,0.4230205278592375,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,8,late,0.2104105571847507,0.4637096774193548,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,9,late,0.1473607038123167,0.3255131964809384,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,10,late,0.0487536656891495,0.3662023460410557,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,30,11,late,0.2155425219941348,0.3962609970674486,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,0,early,-0.0439882697947214,0.1063049853372434,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,1,early,0.1162023460410556,0.4277859237536656,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,2,early,0.2708944281524926,0.5260263929618768,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,3,early,0.1436950146627565,0.4123900293255131,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,4,middle,0.3207478005865102,0.5502199413489735,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,5,middle,0.1649560117302052,0.4442815249266861,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,6,middle,0.2294721407624632,0.4204545454545454,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,7,middle,0.2474340175953078,0.4890029325513196,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,8,late,0.2507331378299119,0.5351906158357771,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,9,late,0.1521260997067448,0.3793988269794721,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,10,late,0.0854105571847507,0.4417155425219941,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,31,11,late,0.2261730205278592,0.4501466275659823,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,0,early,-0.0109970674486803,0.0069648093841642,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,1,early,0.1176686217008797,0.3288123167155425,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,2,early,0.3119501466275659,0.4479472140762463,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,3,early,0.1550586510263929,0.2848240469208211,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,4,middle,0.3302785923753665,0.4123900293255131,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,5,middle,0.1869501466275659,0.3420087976539589,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,6,middle,0.2349706744868035,0.3361436950146627,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,7,middle,0.2664956011730205,0.376099706744868,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,8,late,0.2738269794721407,0.471041055718475,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,9,late,0.1788856304985337,0.2939882697947213,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,10,late,0.0982404692082111,0.3035190615835776,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,32,11,late,0.219574780058651,0.2914222873900293,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,0,early,-0.0744134897360703,-0.1092375366568914,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,1,early,0.0854105571847507,0.2261730205278592,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,2,early,0.2434017595307917,0.3387096774193548,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,3,early,0.1140029325513196,0.2082111436950146,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,4,middle,0.2734604105571847,0.3368768328445747,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,5,middle,0.1510263929618768,0.2525659824046921,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,6,middle,0.1726539589442815,0.2247067448680351,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,7,middle,0.2280058651026392,0.3284457478005865,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,8,late,0.2371700879765395,0.3823313782991202,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,9,late,0.1308651026392961,0.1946480938416422,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,10,late,0.0527859237536656,0.2335043988269794,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,33,11,late,0.1869501466275659,0.2107771260997067,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,0,early,0.0252932551319648,-0.0175953079178885,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,1,early,0.1935483870967741,0.3189149560117301,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,2,early,0.2987536656891495,0.3497067448680351,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,3,early,0.2008797653958944,0.281891495601173,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,4,middle,0.2873900293255131,0.315982404692082,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,5,middle,0.1041055718475073,0.2096774193548386,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,6,middle,0.2129765395894428,0.1957478005865102,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,7,middle,0.3203812316715542,0.3636363636363636,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,8,late,0.2892228739002932,0.3665689149560117,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,9,late,0.2390029325513196,0.2543988269794721,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,10,late,0.1418621700879765,0.2565982404692081,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,34,11,late,0.3497067448680351,0.3511730205278592,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,0,early,0.0414222873900293,0.0392228739002932,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,1,early,0.187316715542522,0.3335777126099706,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,2,early,0.3108504398826979,0.3914956011730205,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,3,early,0.1975806451612903,0.3097507331378298,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,4,middle,0.2657624633431085,0.3167155425219941,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,5,middle,0.1114369501466275,0.2547653958944281,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,6,middle,0.2232404692082111,0.2470674486803519,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,7,middle,0.315982404692082,0.3698680351906158,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,8,late,0.283724340175953,0.3852639296187682,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,9,late,0.2463343108504398,0.2866568914956011,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,10,late,0.1345307917888563,0.2646627565982404,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,35,11,late,0.3544721407624633,0.3834310850439882,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,0,early,0.0656158357771261,0.0586510263929618,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,1,early,0.2357038123167155,0.3372434017595307,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,2,early,0.3643695014662756,0.4505131964809383,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,3,early,0.2547653958944281,0.3592375366568914,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,4,middle,0.3236803519061583,0.3585043988269794,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,5,middle,0.1810850439882697,0.2686950146627566,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,6,middle,0.2716275659824047,0.2741935483870967,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,7,middle,0.3636363636363636,0.4329178885630498,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,8,late,0.3328445747800586,0.4153225806451612,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,9,late,0.3071847507331378,0.3409090909090909,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,10,late,0.1744868035190615,0.284090909090909,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,36,11,late,0.3973607038123167,0.4211876832844574,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,0,early,0.1477272727272727,0.0828445747800586,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,1,early,0.2855571847507331,0.3280791788856305,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,2,early,0.4325513196480938,0.4974340175953078,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,3,early,0.3079178885630498,0.3676686217008797,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,4,middle,0.4123900293255131,0.4380498533724339,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,5,middle,0.2371700879765395,0.2958211143695014,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,6,middle,0.3302785923753665,0.2954545454545454,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,7,middle,0.4244868035190615,0.4673753665689148,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,8,late,0.3878299120234603,0.4629765395894428,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,9,late,0.3823313782991202,0.3867302052785923,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,10,late,0.2331378299120234,0.3339442815249266,32,available
Qwen,Hidden-state shift,fixed_v8_composite_3,37,11,late,0.4450146627565982,0.4307184750733137,32,available
